gene	annotation	no_sequences	aln_len	pos_count	pos_per_codon	mean_n_dev_pos	stdev_n_dev_pos	max_n_dev
ACIHAE_02365	50S ribosomal protein L14	125	123	1	0.008	0.333		0.333
FLPKAP_00230	hemolysin D	125	209	1	0.005	0.333		0.333
LKENIL_07930	hypothetical protein	125	165	3	0.018	0.185	0.128	0.333
KGFFKI_09835	sodium/glutamate symporter	125	405	3	0.007	0.185	0.128	0.333
ACIHAE_07605	tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA	125	314	4	0.013	0.277	0.111	0.333
HEEDGJ_02595	peptidyl-prolyl cis-trans isomerase	125	253	2	0.008	0.222	0.157	0.333
EFGCPC_10475	3-deoxy-manno-octulosonate cytidylyltransferase	125	99	1	0.01	0.333		0.333
DFBINA_05045	lipoprotein-releasing ABC transporter permeasesubunit	125	416	3	0.007	0.259	0.128	0.333
LGFMJF_07600	Acyltransferase 3	3	346	3	0.009	0.259	0.128	0.333
HBDHPE_04030	Gamma-glutamyltranspeptidase	125	160	1	0.006	0.333		0.333
DCGKFM_07610	lipid A biosynthesis lauroyl acyltransferase	125	295	1	0.003	0.333		0.333
NADGGK_04230	peptidase	125	109	6	0.055	0.185	0.091	0.333
ACIHAE_05760	NADH:ubiquinone reductase (Na(+)-transporting)subunit E	125	198	1	0.005	0.333		0.333
HJAEIG_04615	phage repressor protein C	125	229	3	0.013	0.296	0.064	0.333
DPNOOC_08310	transcription elongation factor GreA	125	159	1	0.006	0.333		0.333
DEODPA_05235	hypothetical protein	3	183	1	0.005	0.333		0.333
NMJJFA_02900	IS1016 transposase	3	159	8	0.05	0.208	0.11	0.333
DCGKFM_03630	rubredoxin	125	57	1	0.018	0.333		0.333
IEGIFK_08395	DUF2788 domain-containing protein	125	69	1	0.014	0.333		0.333
IEGIFK_09545	protease III domain protein	125	71	4	0.056	0.333	0.0	0.333
AAPKIE_06660	hypothetical protein	121	326	2	0.006	0.222	0.157	0.333
FLPKAP_09155	ribonuclease PH	125	243	1	0.004	0.333		0.333
NNPMCJ_00955	sel1 repeat family protein	125	127	2	0.016	0.277	0.078	0.333
PDBIIP_07215	alcohol dehydrogenase AdhP	5	349	2	0.006	0.333	0.0	0.333
FDOLEH_10895	DNA-binding protein	119	77	2	0.026	0.277	0.078	0.333
OIJOPB_11860	phage gp6-like head-tail connector protein	123	177	1	0.006	0.333		0.333
AFIEGL_05570	septation protein A	125	177	1	0.006	0.333		0.333
IECMBI_05805	GrxB family glutaredoxin	125	214	1	0.005	0.333		0.333
ALJDAG_03865	hypothetical protein	2	78	3	0.038	0.185	0.128	0.333
HEEDGJ_04960	iron ABC transporter ATP-binding protein	125	253	1	0.004	0.333		0.333
EFGCPC_06420	DDE-Tnp-IS1595 domain-containing protein	2	122	4	0.033	0.222	0.128	0.333
PDBIIP_02830	Surface lipoprotein assembly modifier	2	275	1	0.004	0.333		0.333
BFPELO_10505	30S ribosomal protein S19	125	93	3	0.032	0.222	0.111	0.333
OIJOPB_03670	hypothetical protein	2	169	1	0.006	0.333		0.333
JEAGGN_10940	hypothetical protein	124	330	5	0.015	0.222	0.078	0.333
LGFMJF_10210	cupin domain-containing protein	125	108	1	0.009	0.333		0.333
JEAGGN_10650	hypothetical protein	55	320	1	0.003	0.333		0.333
KGAFGA_03040	hypothetical protein	4	114	3	0.026	0.259	0.128	0.333
DFBINA_06525	XRE family transcriptional regulator	125	127	1	0.008	0.333		0.333
HJAEIG_04775	Putative phage associated protein	93	71	1	0.014	0.333		0.333
KIIHOL_08140	lysophospholipid acyltransferase family protein	125	308	1	0.003	0.333		0.333
LCAGDG_04780	phosphoribosyl-AMP cyclohydrolase	125	132	3	0.023	0.259	0.064	0.333
CIKFOC_03050	type III restriction endonuclease subunit M	125	698	1	0.001	0.333		0.333
GILMCH_02245	50S ribosomal protein L11	125	145	1	0.007	0.333		0.333
JCPBFJ_09730	conjugal transfer protein TraF	42	259	3	0.012	0.333	0.0	0.333
GPNLAD_06910	Universal stress protein	2	149	1	0.007	0.333		0.333
DEODPA_09745	hypothetical protein	3	75	2	0.027	0.332	0.001	0.333
BGAEOD_04355	tRNA-dihydrouridine(16) synthase	125	334	1	0.003	0.333		0.333
DBIOJN_05735	bifunctional methylenetetrahydrofolatedehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	125	285	1	0.004	0.333		0.333
DNHNFJ_11220	DUF882 domain-containing protein	7	187	1	0.005	0.333		0.333
MPNNBP_08085	L-threonylcarbamoyladenylate synthase	125	207	2	0.01	0.277	0.078	0.333
KGFFKI_09495	50S ribosomal protein L5	125	180	1	0.006	0.333		0.333
ACIHAE_05545	hypothetical protein	2	138	13	0.094	0.231	0.106	0.333
IECMBI_05470	heme oxygenase	125	210	2	0.01	0.222	0.157	0.333
OJCHKC_11660	ParB	7	306	1	0.003	0.333		0.333
PNIJEF_10895	HigA family addiction module antitoxin	124	104	2	0.019	0.333	0.0	0.333
HPHECO_09895	thioredoxin-disulfide reductase	125	347	6	0.017	0.259	0.09	0.333
FLPKAP_09815	acetyl-CoA carboxylase carboxyltransferasesubunit alpha	125	320	1	0.003	0.333		0.333
BOOKHB_08005	hypothetical protein	2	68	1	0.015	0.333		0.333
FLPKAP_07110	acetyl-CoA carboxylase, carboxyltransferasesubunit beta	125	291	3	0.01	0.222	0.111	0.333
FPFEIB_10825	pilin	2	179	5	0.028	0.244	0.122	0.333
CLFGNL_06385	hypothetical protein	4	70	1	0.014	0.333		0.333
GONEAM_06860	hypothetical protein	118	118	1	0.008	0.333		0.333
GHKIBE_10900	undecaprenyl-diphosphate phosphatase	125	274	2	0.007	0.333	0.0	0.333
EFAODB_02800	glucosamine-fructose-6-phosphateaminotransferase	27	132	1	0.008	0.333		0.333
AAPKIE_08470	hypothetical protein	125	111	7	0.063	0.19	0.106	0.333
CJNHGO_03820	DUF3275 domain-containing protein	41	172	5	0.029	0.289	0.099	0.333
AAPKIE_04515	polar amino acid ABC transporter ATP-bindingprotein	125	246	1	0.004	0.333		0.333
DKMLDN_00445	chorismate synthase	125	367	2	0.005	0.222	0.157	0.333
KIIHOL_09285	Integral membrane protein	108	141	1	0.007	0.333		0.333
DDFKJF_10735	L-aspartate oxidase	125	503	1	0.002	0.333		0.333
GILMCH_02755	Putative transmembrane transport protein	125	107	2	0.019	0.333	0.0	0.333
CPFJAA_10280	trimeric porin PorB	3	328	16	0.049	0.229	0.103	0.333
NEILBB_01765	thiamine-phosphate kinase	125	319	7	0.022	0.19	0.106	0.333
DKMLDN_02260	TIGR02594 family protein	3	180	1	0.006	0.333		0.333
CLFGNL_03825	conjugal transfer protein	125	366	1	0.003	0.333		0.333
AOEIMC_09505	Putative lipoprotein NMB1124/NMB1162	125	216	2	0.009	0.222	0.157	0.333
KGAFGA_08025	hypothetical protein	2	67	1	0.015	0.333		0.333
OIJOPB_03565	tyrosine recombinase XerC	125	306	1	0.003	0.333		0.333
ODMHAO_10900	OpcA	36	82	1	0.012	0.333		0.333
GILMCH_06585	YqgE/AlgH family protein	124	183	3	0.016	0.222	0.111	0.333
DBIOJN_10650	DUF4760 domain-containing protein	123	160	5	0.031	0.222	0.111	0.333
BOOKHB_07685	hypothetical protein	2	123	6	0.049	0.204	0.109	0.333
PNIJEF_05835	D-amino acid dehydrogenase	125	420	1	0.002	0.333		0.333
OIJOPB_04250	Integral membrane protein	125	181	5	0.028	0.289	0.061	0.333
AMHIEJ_04855	Integral membrane protein TerC family	125	325	1	0.003	0.333		0.333
MPNNBP_04580	hypothetical protein	124	187	1	0.005	0.333		0.333
HEEDGJ_00405	paraquat-inducible membrane protein A	124	435	4	0.009	0.277	0.111	0.333
GBEPFH_07760	protein-export chaperone SecB	125	148	2	0.014	0.222	0.157	0.333
AOEIMC_09845	YdhB	41	75	2	0.027	0.222	0.157	0.333
FLPKAP_03520	thiamine phosphate synthase	125	206	3	0.015	0.222	0.111	0.333
GHKIBE_00395	Virulence associated protein	11	221	1	0.005	0.333		0.333
LMPAAK_08815	phenylphosphate carboxylase subunit delta	125	179	6	0.034	0.222	0.099	0.333
FOGPJI_06195	HIT domain-containing protein	124	136	4	0.029	0.194	0.106	0.333
KIIHOL_03790	glutamate--cysteine ligase	124	450	3	0.007	0.259	0.128	0.333
AKGBFI_01390	Thiazole synthase	125	289	4	0.014	0.25	0.106	0.333
DPOILH_03080	hypothetical protein	125	54	1	0.019	0.333		0.333
HEPKNL_06145	hypothetical protein	5	112	11	0.098	0.242	0.109	0.333
FLPKAP_01115	Integral membrane protein	77	153	7	0.046	0.301	0.084	0.333
FPFEIB_02970	Type II restriction enzyme NlaIV	100	244	2	0.008	0.278	0.078	0.333
GBEPFH_09430	50S ribosomal protein L7/L12	125	124	1	0.008	0.333		0.333
MCMGGC_09120	Phospholipase D Active site motif	125	526	2	0.004	0.222	0.157	0.333
EFGCPC_00715	MafB-like adhesin	2	205	5	0.024	0.244	0.122	0.333
OIJOPB_08235	hypothetical protein	4	38	6	0.158	0.24	0.109	0.333
HPHECO_01480	ribosome biogenesis GTPase Der	125	501	2	0.004	0.333	0.0	0.333
DBIOJN_07760	uracil-DNA glycosylase family protein	125	246	2	0.008	0.333	0.0	0.333
KBCHFE_01810	pretoxin	3	225	11	0.049	0.151	0.075	0.333
EFGCPC_04100	transcriptional regulator	125	155	1	0.006	0.333		0.333
GHKIBE_04655	4-hydroxybenzoate octaprenyltransferase	125	297	1	0.003	0.333		0.333
CIKFOC_05235	DUF721 domain-containing protein	125	141	1	0.007	0.333		0.333
ACIHAE_03410	LysR family transcriptional regulator	125	310	1	0.003	0.333		0.333
PNIJEF_04660	acyltransferase	88	625	2	0.003	0.333	0.0	0.333
EFGCPC_01215	UDP-3-O-acyl-N-acetylglucosamine deacetylase	124	308	1	0.003	0.333		0.333
DCBGBN_09810	hypothetical protein	2	65	3	0.046	0.222	0.111	0.333
OPCPNN_04280	Autotransporter outer membrane beta-barreldomain-containing protein	125	303	2	0.007	0.333	0.0	0.333
CLFGNL_08665	50S ribosomal protein L1	125	232	5	0.022	0.333	0.0	0.333
DPNOOC_02305	Type-2 restriction enzyme NgoPII	101	162	1	0.006	0.333		0.333
FDOLEH_09875	hypothetical protein	3	38	1	0.026	0.333		0.333
NNPMCJ_09110	lipid-A-disaccharide synthase	125	385	1	0.003	0.333		0.333
CLFGNL_11485	Relaxosome protein	7	126	1	0.008	0.333		0.333
KGFFKI_06310	DUF302 domain-containing protein	124	160	1	0.006	0.333		0.333
KMNMBO_04965	phenylalanine--tRNA ligase subunit alpha	125	331	1	0.003	0.333		0.333
APANNK_06355	hypothetical protein	2	38	1	0.026	0.333		0.333
KMNMBO_08420	RNA polymerase sigma factor RpoD	125	643	4	0.006	0.277	0.111	0.333
DPNOOC_05350	hypothetical protein	10	114	2	0.018	0.333	0.0	0.333
DKMLDN_07520	Type II methyltransferase M-NgoFVII	125	375	1	0.003	0.333		0.333
HBDHPE_05655	Alcohol dehydrogenase	125	135	2	0.015	0.277	0.078	0.333
AFIEGL_02875	nucleoside-diphosphate kinase	125	142	1	0.007	0.333		0.333
KGFFKI_08975	hypothetical protein	3	117	5	0.043	0.244	0.122	0.333
IJDKON_04410	Integral membrane protein	6	256	2	0.008	0.222	0.157	0.333
GILMCH_06910	Cell filamentation protein	125	156	2	0.013	0.277	0.078	0.333
GBEPFH_09615	hypothetical protein	125	66	1	0.015	0.333		0.333
NNPMCJ_09470	Repetitive large surface protein	123	147	1	0.007	0.333		0.333
GBEPFH_07070	30S ribosomal protein S15	125	90	1	0.011	0.333		0.333
MCBNGC_00400	hypothetical protein	2	362	2	0.006	0.333	0.0	0.333
LMPAAK_00225	hypothetical protein	2	178	6	0.034	0.185	0.09	0.332
LMPAAK_01855	peroxidase	125	363	3	0.008	0.185	0.128	0.332
DBIOJN_09800	DEAD/DEAH box helicase	125	630	1	0.002	0.222		0.222
OPCPNN_08295	hypothetical protein	17	152	1	0.007	0.222		0.222
GONEAM_09325	cytochrome C	125	153	3	0.02	0.148	0.064	0.222
BNBOEA_03120	Flavin prenyltransferase UbiX	125	197	1	0.005	0.222		0.222
CMOMEB_02540	Phage associated protein	82	54	1	0.019	0.222		0.222
ACIHAE_07765	type II toxin-antitoxin system toxin FitB	125	144	3	0.021	0.148	0.064	0.222
DFBINA_05210	type-F conjugative transfer system pilin assemblyprotein TrbC	43	251	1	0.004	0.222		0.222
LGFMJF_06060	hypothetical protein	2	129	1	0.008	0.222		0.222
BGAEOD_05180	MafB	41	154	2	0.013	0.166	0.078	0.222
HEIKPG_00105	Pertactin domain-containing protein	15	443	1	0.002	0.222		0.222
GILMCH_04425	SCO family protein	125	218	1	0.005	0.222		0.222
KGAFGA_03310	hypothetical protein	3	204	2	0.01	0.221	0.001	0.222
KGFFKI_04025	Ydf	46	194	2	0.01	0.222	0.0	0.222
ELOKED_01250	UDP-N-acetylmuramate--L-alanine ligase	125	470	1	0.002	0.222		0.222
IECMBI_00315	hypothetical protein	125	84	2	0.024	0.166	0.078	0.222
IEGIFK_11055	cysteine ABC transporter permease	125	239	1	0.004	0.222		0.222
DPOILH_11260	Epsilon_1 antitoxin	6	62	1	0.016	0.222		0.222
KGAFGA_03185	hypothetical protein	4	54	1	0.019	0.222		0.222
CPFJAA_11405	Conjugal transfer relaxase TraI	7	798	2	0.003	0.166	0.078	0.222
HBDHPE_09695	cell division ATP-binding protein FtsE	125	217	1	0.005	0.222		0.222
JPGGPH_10950	Putative antitoxin of bacterial toxin-antitoxinsystem, YdaS/YdaT	8	77	1	0.013	0.222		0.222
KIIHOL_10990	NADH-quinone oxidoreductase subunit M	125	499	1	0.002	0.222		0.222
IEGIFK_01160	Fe-S cluster assembly transcriptional regulatorIscR	125	149	1	0.007	0.222		0.222
KGFFKI_10715	pyrimidine 5'-nucleotidase	5	327	1	0.003	0.222		0.222
IEGIFK_09900	ATP phosphoribosyltransferase	125	222	1	0.005	0.222		0.222
DCGKFM_06925	hypothetical protein	119	140	1	0.007	0.222		0.222
NNPMCJ_07250	Lysine exporter LysO	125	301	1	0.003	0.222		0.222
DBIOJN_06060	lipopolysaccharide heptosyltransferase I	125	323	1	0.003	0.222		0.222
CEEHEF_10260	hypothetical protein	18	87	1	0.011	0.222		0.222
HPHECO_10540	Hemagglutinin	125	149	1	0.007	0.222		0.222
MPNNBP_04745	phage baseplate protein	124	109	2	0.018	0.166	0.078	0.222
GILMCH_04590	putative TonB-dependent receptor NMB0964	125	759	1	0.001	0.222		0.222
ODGFBF_04440	phosphoribosylglycinamide formyltransferase	124	241	3	0.012	0.185	0.064	0.222
LMPAAK_01525	membrane protein FxsA	125	162	5	0.031	0.222	0.0	0.222
HMKGBL_07625	DUF2786 domain-containing protein	125	228	1	0.004	0.222		0.222
LBAEBK_06640	hypothetical protein	3	154	2	0.013	0.166	0.078	0.222
DDFKJF_02740	DNA polymerase I	125	931	1	0.001	0.222		0.222
DNHNFJ_10390	Type II restriction enzyme NgoPII	24	279	1	0.004	0.222		0.222
HBDHPE_06125	hypothetical protein	2	97	2	0.021	0.222	0.0	0.222
JMBIMI_04575	uracil-DNA glycosylase	125	220	1	0.005	0.222		0.222
FOGPJI_08825	DNA-formamidopyrimidine glycosylase	125	276	1	0.004	0.111		0.111
NKPBLJ_04540	hypothetical protein	123	78	1	0.013	0.111		0.111
HEPKNL_00650	class II glutamine amidotransferase	125	281	1	0.004	0.111		0.111
CEEHEF_09940	hypothetical protein	125	66	1	0.015	0.111		0.111
LMPAAK_04125	Exp2	13	121	1	0.008	0.111		0.111
FLPKAP_05410	inositol monophosphatase	125	265	1	0.004	0.111		0.111
KGFFKI_08000	tRNA(adenosine(37)-N6)-threonylcarbamoyltransferase complextransferase subunit TsaD	125	355	1	0.003	0.111		0.111
BNBOEA_04285	Carboxymuconolactone decarboxylase family	125	112	1	0.009	0.111		0.111
KGFFKI_08500	chromosomal replication initiator protein DnaA	125	519	1	0.002	0.111		0.111
DEODPA_00575	membrane fusogenic activity family protein	125	107	1	0.009	0.111		0.111
GHKIBE_08490	Putative outer membrane peptidase	125	70	1	0.014	0.111		0.111
AHNHIN_01045	Carbamoyl-phosphate synthase large subunit	2	47	2	0.043	0.111	0.0	0.111
GONEAM_10025	chorismate mutase	125	298	1	0.003	0.111		0.111
JPGGPH_01485	protease Do	125	500	1	0.002	0.111		0.111
FDOLEH_07255	hypothetical protein	125	37	1	0.027	0.111		0.111
IEGIFK_00510	hypothetical protein	123	89	1	0.011	0.111		0.111
HBDHPE_01825	hypothetical protein	2	111	1	0.009	0.111		0.111
CLFGNL_06395	Adhesin	2	300	4	0.013	0.111	0.0	0.111
DKMLDN_03105	Protein SlyX-like protein	125	75	1	0.013	0.111		0.111
HJAEIG_00655	hypothetical protein	122	208	1	0.005	0.111		0.111
HEPKNL_07725	hypothetical protein	2	37	1	0.027	0.111		0.111
LBAEBK_07645	ferredoxin--NADP(+) reductase	125	259	1	0.004	0.111		0.111
LKENIL_07050	preprotein translocase subunit SecE	125	93	1	0.011	0.111		0.111
DFBINA_00855	mechanosensitive ion channel family protein	125	283	1	0.004	0.111		0.111
IPDDEA_01155	GntR family transcriptional regulator	125	239	2	0.008	0.111	0.0	0.111
KGAFGA_08230	addiction module toxin RelE	4	123	1	0.008	0.111		0.111
FLPKAP_00055	Phage associated protein	13	328	1	0.003	0.111		0.111
ELOKED_04230	ribulose-phosphate 3-epimerase	125	228	1	0.004	0.111		0.111
DFBINA_05705	prolipoprotein diacylglyceryl transferase	125	284	1	0.004	0.111		0.111
DPNOOC_00955	Large pilS cassette	2	257	2	0.008	0.111	0.0	0.111
IPDDEA_07180	hypothetical protein	4	119	1	0.008	0.111		0.111
DBIOJN_04515	ribonuclease HI	125	175	1	0.006	0.111		0.111
DBIOJN_00010	RNA methyltransferase	125	272	1	0.004	0.111		0.111
NADGGK_04390	signal transduction protein	125	269	1	0.004	0.111		0.111
KIIHOL_09450	phosphatidate cytidylyltransferase	125	266	1	0.004	0.111		0.111
NKPBLJ_00490	Nitroreductase	10	150	1	0.007	0.111		0.111
JMMAGG_06355	hypothetical protein	2	73	1	0.014	0.111		0.111
DNHNFJ_11225	hypothetical protein	7	120	1	0.008	0.111		0.111
IEGIFK_07875	preQ(1) synthase	125	158	1	0.006	0.111		0.111
CIKFOC_11150	MafI family immunity protein	125	84	1	0.012	0.111		0.111
IECMBI_11415	Conjugal transfer protein TrbH	7	137	1	0.007	0.111		0.111
GHKIBE_10725	Hemerythrin domain-containing protein	125	123	1	0.008	0.111		0.111
IPDDEA_04955	pyridoxamine 5'-phosphate oxidase	125	211	1	0.005	0.111		0.111
CEEHEF_11420	tRNA (guanosine(37)-N1)-methyltransferase TrmD	125	250	1	0.004	0.111		0.111
DPOILH_11420	conjugal transfer protein TraG	7	630	1	0.002	0.111		0.111
HEPKNL_01825	RNA pseudouridine synthase	125	331	1	0.003	0.111		0.111
IJDKON_10955	Pilin monomer	8	103	3	0.029	0.111	0.0	0.111
LKENIL_09125	DUF1132 domain-containing protein	2	106	1	0.009	0.111		0.111
CLFGNL_03715	hypothetical protein	4	40	1	0.025	0.111		0.111
PDBIIP_11265	Mobilization protein C	6	99	1	0.01	0.111		0.111
BNBOEA_07600	hypothetical protein	125	145	1	0.007	0.111		0.111
LMPAAK_04235	YecB	46	136	1	0.007	0.111		0.111
AOEIMC_10640	Type II methyltransferase M-NlaIV	124	424	1	0.002	0.111		0.111
OEJBCO_07980	DNA-binding response regulator	125	226	1	0.004	0.111		0.111
LMPAAK_06550	AAA-15 domain-containing protein	2	661	1	0.002	0.111		0.111
ODGFBF_01070	pilin	2	59	1	0.017	0.111		0.111
HEEDGJ_08505	transcriptional repressor	125	198	1	0.005	0.111		0.111
DDFKJF_03065	phosphate acyltransferase PlsX	125	349	1	0.003	0.111		0.111
NNPMCJ_10660	NADH-quinone oxidoreductase subunit B	125	161	1	0.006	0.111		0.111
CPFJAA_02670	hypothetical protein	2	47	1	0.021	0.111		0.111
ELOKED_08695	FAD synthase	1	120	0	0.0			0.0
GHKIBE_00930	ferric iron uptake transcriptional regulator	125	145	0	0.0			0.0
LGFMJF_11295	hypothetical protein	1	212	0	0.0			0.0
PNIJEF_04995	50S ribosomal protein L32	125	60	0	0.0			0.0
CEEHEF_09590	50S ribosomal protein L22	125	110	0	0.0			0.0
KGAFGA_08020	hypothetical protein	1	310	0	0.0			0.0
BFPELO_00395	hypothetical protein	1	124	0	0.0			0.0
DCGKFM_09275	DNA-directed RNA polymerase subunit alpha	125	329	0	0.0			0.0
GILMCH_09560	50S ribosomal protein L3 N(5)-glutaminemethyltransferase	125	304	0	0.0			0.0
HCCGLM_09650	Neisseria toxin MafB	1	288	0	0.0			0.0
EFGCPC_03575	DUF4265 domain-containing protein	38	140	0	0.0			0.0
DPOILH_11285	Conjugal transfer protein TrbN	7	200	0	0.0			0.0
EGAONJ_10585	Acetylornithine transaminase	1	101	0	0.0			0.0
AAJHJC_03370	3-dehydroquinate dehydratase	125	255	0	0.0			0.0
ACIHAE_10235	cold-shock protein	125	68	0	0.0			0.0
IECMBI_11535	DNA primase TraC	1	1000	0	0.0			0.0
LCAGDG_06635	hypothetical protein	36	63	0	0.0			0.0
FPKBML_01545	hypothetical protein	25	82	0	0.0			0.0
PNIJEF_10730	hypothetical protein	118	176	0	0.0			0.0
AMHIEJ_10745	DNA-binding protein HU-beta	125	90	0	0.0			0.0
KIIHOL_00975	hypothetical protein	6	61	0	0.0			0.0
GGPHLK_00010	hypothetical protein	1	193	0	0.0			0.0
DCGKFM_00970	guanine permease	125	437	0	0.0			0.0
LMPAAK_11335	hypothetical protein	1	77	0	0.0			0.0
GEEBOD_02615	hypothetical protein	1	245	0	0.0			0.0
FLPKAP_07735	hypothetical protein	1	243	0	0.0			0.0
AOEIMC_10480	hypothetical protein	125	76	0	0.0			0.0
OIJOPB_00325	Integral membrane protein	3	73	0	0.0			0.0
CLFGNL_01945	NAD(+) kinase	125	297	0	0.0			0.0
DBIOJN_11295	thioredoxin TrxA	125	111	0	0.0			0.0
PDBIIP_04500	hypothetical protein	1	247	0	0.0			0.0
FLIFPJ_06190	hypothetical protein	1	262	0	0.0			0.0
IECMBI_11400	conjugal transfer protein TrbE	7	855	0	0.0			0.0
NNPMCJ_03290	iron-sulfur cluster assembly protein IscA	125	107	0	0.0			0.0
ELOKED_10280	Membrane protein	104	119	0	0.0			0.0
BOOKHB_07935	hypothetical protein	1	108	0	0.0			0.0
DBIOJN_08960	outer membrane lipoprotein chaperone LolA	125	208	0	0.0			0.0
IEGIFK_06320	hypothetical protein	124	47	0	0.0			0.0
HJAEIG_03380	hypothetical protein	1	175	0	0.0			0.0
FDOLEH_10730	SsrA-binding protein SmpB	125	149	0	0.0			0.0
KBCHFE_03770	ShlB/FhaC/HecB family hemolysinsecretion/activation protein	11	191	0	0.0			0.0
NNPMCJ_01775	site-2 protease family protein	125	213	0	0.0			0.0
LKENIL_06885	30S ribosomal protein S8	125	131	0	0.0			0.0
GPNLAD_02930	Methionine/alanine import family NSS transportersmall subunit	125	31	0	0.0			0.0
OEJBCO_07930	hypothetical protein	22	82	0	0.0			0.0
CLFGNL_00730	FAD-dependent oxidoreductase	1	360	0	0.0			0.0
FDOLEH_09420	hypothetical protein	114	94	0	0.0			0.0
IJDKON_02565	Putative phage associated protein	125	123	0	0.0			0.0
JPGGPH_02845	hypothetical protein	3	73	0	0.0			0.0
NKPBLJ_02175	hypothetical protein	102	34	0	0.0			0.0
DPNOOC_00835	hypothetical protein	1	173	0	0.0			0.0
LBAEBK_11275	hypothetical protein	1	323	0	0.0			0.0
FOGPJI_10660	hypothetical protein	118	132	0	0.0			0.0
IJDKON_02720	hypothetical protein	1	269	0	0.0			0.0
BNBOEA_07120	threonine synthase	125	470	0	0.0			0.0
NKPBLJ_01325	hypothetical protein	1	119	0	0.0			0.0
IECMBI_11370	TrfA	7	293	0	0.0			0.0
BCKFAO_09645	2,3-diphosphoglycerate-dependent phosphoglyceratemutase	125	228	0	0.0			0.0
PDBIIP_07290	opacity family porin	1	265	0	0.0			0.0
GILMCH_01710	serine/threonine transporter SstT	125	410	0	0.0			0.0
JPGLBI_01180	hypothetical protein	1	36	0	0.0			0.0
GGPHLK_00005	hypothetical protein	1	320	0	0.0			0.0
KMNMBO_01935	Membrane protein	21	215	0	0.0			0.0
FOAFML_07455	recombination mediator RecR	125	206	0	0.0			0.0
IEGIFK_04495	FAD binding domain-containing protein	125	72	0	0.0			0.0
APANNK_10945	hypothetical protein	1	83	0	0.0			0.0
GHKIBE_06900	hypothetical protein	3	195	0	0.0			0.0
GONEAM_09860	Cof-type HAD-IIB family hydrolase	125	264	0	0.0			0.0
IPPGFL_00005	hypothetical protein	1	106	0	0.0			0.0
CMOMEB_08675	hypothetical protein	1	146	0	0.0			0.0
HCCGLM_07140	50S ribosomal protein L19	125	122	0	0.0			0.0
CEEHEF_03700	prlF antitoxin for toxin YhaV_toxin	47	104	0	0.0			0.0
FDOLEH_07420	suppressor of fused family protein	125	183	0	0.0			0.0
AHNHIN_00005	hypothetical protein	1	114	0	0.0			0.0
HJAEIG_08195	hypothetical protein	1	134	0	0.0			0.0
JMBIMI_08585	hypothetical protein	110	285	0	0.0			0.0
CPFJAA_11240	Epsilon_3 antitoxin	3	85	0	0.0			0.0
BOOKHB_07820	hypothetical protein	1	50	0	0.0			0.0
NEILBB_01595	16S rRNA (cytosine(1402)-N(4))-methyltransferaseRsmH	125	319	0	0.0			0.0
KOBKIE_08990	hypothetical protein	1	220	0	0.0			0.0
DBIOJN_08605	efflux transporter MtrCDE transcriptionalactivator MtrA	125	302	0	0.0			0.0
